Heilerziehungspflegerin	Heil|erziehungs|pflegerin
Haupteinkaufsmeile	Haupt|einkaufs|meile
Schachtelhalm	Schachtel|halm
Vermieterin	Vermieterin
Vergleichsquote	Vergleichs|quote
Schriftstellern	Schriftstellern
Verknüpfung	Verknüpfung
Korrektheit	Korrektheit
Lösungssatz	Lösungs|satz
Satellitenbau	Satelliten|bau
Medienzunft	Medien|zunft
Büchereileiterin	Bücherei|leiterin
Wanderhindernis	Wander|hindernis
Kernbrennstab	Kern|brenn|stab
Ausstellung	Ausstellung
Sozialdemagogie	Sozial|demagogie
Rassenhygiene	Rassen|hygiene
Froschkonzert	Frosch|konzert
Politiksendung	Politik|sendung
Unterschlagung	Unterschlagung
Staatsgetriebe	Staats|getriebe
Künstlertyp	Künstler|typ
Regenwaldschutz	Regenwald|schutz
Burgbesichtigung	Burg|besichtigung
Glaubensinhalt	Glaubens|inhalt
Alphabetisierungskampagne	Alphabetisierungs|kampagne
Ureinwohner	Ureinwohner
Karriereende	Karriere|ende
Schlußstrichmentalität	Schlußstrichmentalität
Treibstoffproduktion	Treibstoff|produktion
Wasserstadt	Wasser|stadt
Vorwochenende	Vorwochen|ende
Quantifikation	Quantifikation
Wanderschäfer	Wander|schäfer
Zivilisationsform	Zivilisations|form
Ampelbündnis	Ampel|bündnis
Verleumdung	Verleumdung
Schaukelpferd	Schaukel|pferd
Beobachtung	Beobachtung
Privatkanal	Privat|kanal
Umrüstungsplan	Umrüstungs|plan
Schattenkrieg	Schatten|krieg
Informationsverweigerung	Informations|verweigerung
Trauerspiel	Trauer|spiel
Kommunistenfresser	Kommunisten|fresser
Gesamtentlastung	Gesamt|entlastung
Telefonbereich	Telefon|bereich
Metallgewicht	Metall|gewicht
Erwerbsquelle	Erwerbs|quelle
Palästinenserin	Palästinenserin
Pressemitarbeiter	Presse|mitarbeiter
Handelsunion	Handels|union
Mundhygiene	Mund|hygiene
Vorgefundenes	Vorgefundenes
Meinungsbild	Meinungs|bild
Arbeitsbehörde	Arbeits|behörde
Medizinball	Medizin|ball
Fundamentalismus	Fundamentalismus
Komplettangebot	Komplett|angebot
Zivilrechtsweg	Zivil|rechts|weg
Ökobewegung	Öko|bewegung
Natursteinfassade	Natur|stein|fassade
Chefreporter	Chef|reporter
Personalvorschlag	Personal|vorschlag
Kirchentreffen	Kirchen|treffen
Landesbesitz	Landes|besitz
Aufblasbare	Aufblasbare
Diplominformatiker	Diplom|informatiker
Drogenproblem	Drogen|problem
Stoffwechselprozeß	Stoff|wechsel|prozeß
Schaustellergewerbe	Schausteller|gewerbe
Federkernmatratze	Feder|kern|matratze
Industriekombinat	Industrie|kombinat
Bittermandel	Bitter|mandel
Fabrikantin	Fabrikantin
Bahnhofswirt	Bahnhofs|wirt
Inselrepublik	Insel|republik
Drogenklinik	Drogen|klinik
Altherrenschaft	Altherrenschaft
Durchschnittsdeutsche	Durchschnitts|deutsche
Rechenschwäche	Rechen|schwäche
Zweitwohnungsbesitzer	Zweit|wohnungs|besitzer
Studiengebiet	Studien|gebiet
Berufsbildungsstätte	Berufs|bildungs|stätte
Entwicklungsfond	Entwicklungs|fond
Blumenampel	Blumen|ampel
Notstandshilfe	Notstands|hilfe
Rettungsbereich	Rettungs|bereich
Naturschatz	Natur|schatz
Bergarbeiterstadt	Berg|arbeiter|stadt
Schlüsselblume	Schlüssel|blume
Bayernbonus	Bayern|bonus
Büronutzung	Büro|nutzung
Geschichtsbegriff	Geschichts|begriff
Leichtverpackung	Leicht|verpackung
Arschkriecher	Arsch|kriecher
Ermittlungsteam	Ermittlungs|team
Regierungsjahr	Regierungs|jahr
Gesellschaftsreform	Gesellschafts|reform
Internistin	Internistin
Alkoholismus	Alkoholismus
Baseballschläger	Baseball|schläger
Truppenmanöver	Truppen|manöver
Atomwaffenfreiheit	Atomwaffenfreiheit
Staatsstreich	Staats|streich
Netzbetreiber	Netz|betreiber
Südfranzose	Süd|franzose
Vorbereitungsspiel	Vorbereitungs|spiel
Musikaufnahme	Musik|aufnahme
Fernsehlizenz	Fernseh|lizenz
Spritzennadel	Spritzen|nadel
Trägereinrichtung	Träge|rein|richtung
Angriffsfläche	Angriffs|fläche
Benzinmenge	Benzin|menge
Handlungsvollmacht	Handlungs|vollmacht
Fleischbrei	Fleisch|brei
Unvorsichtige	Unvorsichtige
Verletzungspech	Verletzungs|pech
Arbeitskonflikt	Arbeits|konflikt
Industrieauftrag	Industrie|auftrag
Schiedsrichterball	Schiedsrichter|ball
Sprechzimmer	Sprech|zimmer
Investitionsanreiz	Investitions|anreiz
Einzelfahrer	Einzel|fahrer
Plastefolie	Plastefolie
Bundesvorstandssitzung	Bundes|vorstands|sitzung
Polizeimission	Polizei|mission
Urlaubsmöglichkeit	Urlaubs|möglichkeit
Weihnachtsbaumkugel	Weihnachts|baum|kugel
Schwimmbagger	Schwimm|bagger
Grenzdreieck	Grenz|dreieck
Persönlichkeit	Persönlichkeit
Bündnisstruktur	Bündnis|struktur
Flugzeugflotte	Flugzeug|flotte
Kindheitswunsch	Kindheits|wunsch
Präsidialdekret	Präsidial|dekret
Verarbeitungsbetrieb	Verarbeitungs|betrieb
Schlußabschnitt	Schlußabschnitt
Torschußversuch	Torschußversuch
Parkplatzproblematik	Park|platz|problematik
Inventarnummer	Inventar|nummer
Beschäftigungswirkung	Beschäftigungs|wirkung
Tiefbaubereich	Tiefbaubereich
Enthüllungsreportage	Enthüllungs|reportage
Schüttelfrost	Schüttel|frost
Schlüpfrige	Schlüpfrige
Fastenwoche	Fasten|woche
Hochbegabte	Hoch|begabte
Haarschnitt	Haar|schnitt
Oberbürgermeisteramt	Oberbürgermeister|amt
Entrechtete	Entrechtete
Gesetzgebende	Gesetzgebende
Ländersteuer	Ländersteuer
Gitarrenbegleitung	Gitarren|begleitung
Cheforganisator	Chef|organisator
Judentransport	Juden|transport
Pionierzeit	Pionier|zeit
Kinderzimmer	Kinder|zimmer
Zentralbank	Zentralbank
Wassererwärmung	Wasser|erwärmung
Dienstleistungsangebot	Dienstleistungs|angebot
Glasschicht	Glas|schicht
Dieselersatz	Diesel|ersatz
Bewegungsbereich	Bewegungs|bereich
Jahrespolice	Jahres|police
Lieferumfang	Liefer|umfang
Veranstaltungsbereich	Veranstaltungs|bereich
Familientag	Familien|tag
Hundekadaver	Hunde|kadaver
Erfolgversprechende	Erfolgversprechende
Gegenkandidat	Gegenkandidat
Konfliktschlichtung	Konflikt|schlichtung
Mittelknappheit	Mittel|knappheit
Bundespräsident	Bundes|präsident
Umweltministerin	Umwelt|ministerin
Zementproduktion	Zement|produktion
Frauenideal	Frauen|ideal
Panzerfaust	Panzer|faust
Einflußverhältnis	Einflußverhältnis
Versorgungsbetrieb	Versorgungs|betrieb
Schwerfälligkeit	Schwerfälligkeit
Droschkenfahrer	Droschkenfahrer
Zeugenmeldung	Zeugen|meldung
Billigtextilie	Billig|textilie
Klimaszenarium	Klima|szenarium
Verkaufsboom	Verkaufs|boom
Genrebegriff	Genre|begriff
Spekulationszweck	Spekulations|zweck
Einreisepapier	Einreise|papier
Wahlausschluß	Wahl|ausschluß
Rationierungskarte	Rationierungs|karte
Gangsterthriller	Gangster|thriller
Weihnachtsbesuch	Weihnachts|besuch
Invalidenversicherung	Invaliden|versicherung
Föderationsrat	Föderations|rat
Nichtvorhandensein	Nichtvorhandensein
Schwiegertochter	Schwiegertochter
Nichtraucherkampagne	Nichtraucher|kampagne
Verbindungstür	Verbindungs|tür
Staatsicherheit	Staat|sicherheit
Orchesterlandschaft	Orchester|landschaft
Besatzungspolitik	Besatzungs|politik
Führungsposition	Führungs|position
Fleischbereich	Fleisch|bereich
Verbraucherberatungsstelle	Verbraucher|beratungs|stelle
Kochsalzlösung	Koch|salz|lösung
Muskelaufbau	Muskel|aufbau
Sicherheitsbehörde	Sicherheits|behörde
Einbruchmeldeanlage	Einbruch|melde|anlage
Sommerfrische	Sommer|frische
Testprodukt	Test|produkt
Friedensstrategie	Friedens|strategie
Kriegssieger	Kriegs|sieger
Märchenkönig	Märchen|könig
Regierungsdatum	Regierungs|datum
Rechtsproblematik	Rechts|problematik
Begnadigungsgesuch	Begnadigungs|gesuch
Kulturkunde	Kultur|kunde
Kostenbescheid	Kosten|bescheid
Bleistiftmine	Bleistift|mine
Fahrradmarkt	Fahrrad|markt
Analysemöglichkeit	Analyse|möglichkeit
Überraschungsgeschenk	Überraschungs|geschenk
Pigmentfleck	Pigment|fleck
Hundemutter	Hunde|mutter
Bürgerkriegsfraktion	Bürgerkriegs|fraktion
Hochschuletat	Hochschule|tat
Familienhintergrund	Familien|hintergrund
Verfassungsrichterin	Verfassungs|richterin
Absatzvolumen	Absatz|volumen
Ölindustrie	Öl|industrie
Gründergeneration	Gründer|generation
Bildsprache	Bild|sprache
Lebensaufgabe	Lebens|aufgabe
Einwanderungsproblematik	Einwanderungs|problematik
Duldungspraxen	Duldungspraxen
Nachweihnachtszeit	Nachweihnachtszeit
Schnelligkeit	Schnelligkeit
Jahresausklang	Jahre|saus|klang
Profiteinbuße	Profit|einbuße
Akademikerpartei	Akademiker|partei
Kantonsparlament	Kantons|parlament
Zusatzgewinn	Zusatz|gewinn
Schicksalschlag	Schicksal|schlag
Militärzweck	Militär|zweck
Ministerzeit	Minister|zeit
Spitzenwissenschaftler	Spitzen|wissenschaftler
Adreßbüchlein	Adreßbüchlein
Eingeständnis	Eingeständnis
Kommunalwohnung	Kommunal|wohnung
Unterhalten	Unterhalten
Sprachschulung	Sprach|schulung
Transportstrecke	Transport|strecke
Parteibündnis	Partei|bündnis
Kaderschulung	Kader|schulung
Haftersuchen	Haft|ersuchen
Bundesmittel	Bundes|mittel
Zahlungsanweisung	Zahlungs|anweisung
Therapiestandard	Therapie|standard
Pressegroßhandel	Presse|großhandel
Aufhebungsgrund	Aufhebungs|grund
Jungpflanze	Jung|pflanze
Straftatenstatistik	Straf|taten|statistik
Differenzieren	Differenzieren
Insuffizienz	Insuffizienz
Übungsfläche	Übungs|fläche
Rechtschreibfehler	Rechtschreibfehler
Gegendarstellung	Gegendarstellung
Schlaffheit	Schlaffheit
Kampfeswille	Kampfes|wille
Telefaxnummer	Telefax|nummer
Markterfordernis	Markt|erfordernis
Berufsordnung	Berufs|ordnung
Sportkultur	Sport|kultur
Diplomatenkind	Diplomaten|kind
Sechzehnmeterraum	Sechzehnmeterraum
Überragende	Überrag|ende
Ortsamtsleiterin	Orts|amts|leiterin
Buchstabengruppe	Buchstaben|gruppe
Beschäftigungsform	Beschäftigungs|form
Restaurantküche	Restaurant|küche
Kornblumenblau	Korn|blumen|blau
Verfahrensmangel	Verfahrens|mangel
Tagesrekord	Tages|rekord
Vatermörder	Vater|mörder
Pfingstrose	Pfingst|rose
Toilettenproblem	Toiletten|problem
Plateausohle	Plateau|sohle
Universalwerkzeug	Universal|werkzeug
Naturreichtum	Natur|reichtum
Sterbequote	Sterbe|quote
Anerkennenswerte	Anerkennenswerte
Riesensprung	Riesen|sprung
Modellrechnung	Modell|rechnung
Instrumentenkoffer	Instrumenten|koffer
Arbeitszeitstruktur	Arbeits|zeit|struktur
Arbeitskapital	Arbeits|kapital
Krippenbetreuung	Krippen|betreuung
Gründungsvater	Gründungs|vater
Stoffwechselvorgang	Stoff|wechsel|vorgang
Vollstreckungsbeamte	Vollstreckungsbeamte
Schlangenfrau	Schlangen|frau
Radiotechniker	Radio|techniker
Bahnhofswache	Bahnhofs|wache
Jahresabschlußrechnung	Jahresabschlußrechnung
Transportunternehmen	Transport|unternehmen
Seemannsgrab	See|manns|grab
Mikroprozessor	Mikro|prozessor
Vernichtungskrieg	Vernichtungs|krieg
Kolonialvolk	Kolonial|volk
Sprachaufenthalt	Sprach|aufenthalt
Vortragshonorar	Vortrags|honorar
Verkehrsdelikt	Verkehrs|delikt
Flugunglück	Flug|unglück
Anhaltesignal	Anhalte|signal
Mißbrauchbarkeit	Mißbrauchbarkeit
Bahnverwaltung	Bahn|verwaltung
Stahlbetonwand	Stahl|beton|wand
Halbleiterforschung	Halbleiter|forschung
Städtekampf	Städtekampf
Hormonmittel	Hormon|mittel
Volksdichtung	Volks|dichtung
Hörqualität	Hör|qualität
Bundesministergesetz	Bundes|minister|gesetz
Ungeheuerliche	Ungeheuerliche
Herzfunktion	Herz|funktion
Verfassungsprojekt	Verfassungs|projekt
Pfingstweide	Pfingst|weide
Schreibweise	Schreib|weise
Nordviertel	Nord|viertel
Soforthilfe	Sofort|hilfe
Naturwissenschaftler	Natur|wissenschaftler
Lehrerkreis	Lehrer|kreis
Vertragsland	Vertrags|land
Bauausstellung	Bau|ausstellung
Gemüsekonserve	Gemüse|konserve
Risikobereich	Risiko|bereich
Mehrfachgebrauch	Mehrfach|gebrauch
Stammtischphilosophie	Stamm|tisch|philosophie
Mittelmeerflotte	Mittelmeer|flotte
Länderpunkt	Länderpunkt
Politikbereich	Politik|bereich
Pferdesteuer	Pferde|steuer
Masseneinwanderung	Masse|nein|wanderung
Drangsalierte	Drangsalierte
Ausdrucksweise	Ausdrucksweise
Vogelschutz	Vogel|schutz
Mitspracherecht	Mitsprache|recht
Suizidgedanke	Suizid|gedanke
Bausparkonto	Bauspar|konto
Eisenbahnzug	Eisenbahn|zug
Motorschiff	Motor|schiff
Medienkonglomerat	Medien|konglomerat
Hoheitsbereich	Hoheits|bereich
Umfragewert	Umfrage|wert
Zensurapparat	Zensur|apparat
Einbeziehung	Einbeziehung
Mannesstamm	Mannes|stamm
Fasermaterial	Faser|material
Ersterscheinung	Erst|erscheinung
Wildnisgebiet	Wildnis|gebiet
Narrenspiel	Narren|spiel
Grundvoraussetzung	Grund|voraussetzung
Abgestimmte	Abgestimmte
Bruderschaft	Bruderschaft
Ersterscheinen	Erst|erscheinen
Schlagstockeinsatz	Schlag|stock|einsatz
Vormachtstreben	Vormachtstreben
Liebesweise	Liebes|weise
Eheanbahnung	Ehe|anbahnung
Rinderschmorbraten	Rinder|schmor|braten
Bausachverständige	Bau|sachverständige
Landfrauenverband	Land|frauen|verband
Geselligkeit	Geselligkeit
Importdruck	Import|druck
Bauinvestor	Bau|investor
Haltbarkeitsgarantie	Haltbarkeits|garantie
Grenzübergang	Grenz|übergang
Drogenvergehen	Drogen|vergehen
Brandsatzwerfer	Brand|satz|werfer
Schauanlage	Schau|anlage
Selbstzweck	Selbst|zweck
Wohnraummietverhältnis	Wohnraum|miet|verhältnis
Rundwanderung	Rund|wanderung
Arrestzelle	Arrest|zelle
Fusionsforscher	Fusions|forscher
Entzugsversuch	Entzugs|versuch
Kardinalsünde	Kardinal|sünde
Seniorenkarte	Senioren|karte
Suggestivkraft	Suggestiv|kraft
Hausbesichtigung	Haus|besichtigung
Preußenlied	Preußen|lied
Entstehungskosten	Entstehungs|kosten
Privatsphäre	Privat|sphäre
Dienstagausgabe	Dienstag|ausgabe
Landesbauamt	Landes|bau|amt
Wohnungsbauvorhaben	Wohnungs|bau|vorhaben
Studioqualität	Studio|qualität
Mauerarbeit	Mauer|arbeit
Granatenexplosion	Granatenexplosion
Versündigung	Versündigung
Blauschwarz	Blau|schwarz
Vereinsamung	Vereinsamung
Baubeschreibung	Bau|beschreibung
Selbstmordwelle	Selbstmord|welle
Körpergröße	Körper|größe
Reformvorschlag	Reform|vorschlag
Eilverfahren	Eil|verfahren
Sowjetunion	Sowjetunion
Laternenpfahl	Laternen|pfahl
Kinderbetreuungsangebot	Kinder|betreuungs|angebot
Fernschreiber	Fern|schreiber
Ferienwochenende	Ferien|wochenende
Kriegsfrage	Kriegs|frage
Mietenpolitik	Mieten|politik
Traditionsveranstaltung	Traditions|veranstaltung
Künstlername	Künstler|name
Tramstation	Tram|station
Beschneiden	Beschneiden
Dreiecksplatz	Dreiecks|platz
Verwaltungsinstanz	Verwaltungs|instanz
Wasserverbraucher	Wasser|verbraucher
Infrarotsender	Infrarot|sender
Oberregierungsrätin	Oberregierungsrätin
Lebensstandard	Lebens|standard
Weltauswahl	Welt|auswahl
Erpressungstaktik	Erpressungs|taktik
Anpassungsfähigkeit	Anpassungsfähigkeit
Löschtruppe	Lösch|truppe
Handwerksmeister	Handwerks|meister
Italienischkenntnis	Italienisch|kenntnis
Finanzelite	Finanz|elite
Schuldenberg	Schulden|berg
Binnenflüchtling	Binnenflüchtling
Luxusschiff	Luxus|schiff
Fotoreporter	Foto|reporter
Säuglingsterblichkeit	Säugling|sterblichkeit
Hochzeitskutsche	Hochzeits|kutsche
Bahnhofsmission	Bahnhofs|mission
Benzinkosten	Benzin|kosten
Bearbeitungsfehler	Bearbeitungs|fehler
Kirchenpfleger	Kirchen|pfleger
Hilfsschule	Hilfs|schule
Überdimensionierung	Überdimensionierung
Mobilisierungsmöglichkeit	Mobilisierungs|möglichkeit
Vereinsinitiative	Vereins|initiative
Organisationschaos	Organisations|chaos
Abschaffung	Abschaffung
Verkehrsregulierung	Verkehrs|regulierung
Wirklichkeitsbezug	Wirklichkeits|bezug
Personaleinsparung	Personal|einsparung
Haupttätigkeit	Haupt|tätigkeit
Genesungswunsch	Genesungs|wunsch
Arbeitskraft	Arbeits|kraft
Punkversion	Punk|version
Doppelaufgabe	Doppel|aufgabe
Korrumpieren	Korrumpieren
Blätterwald	Blätter|wald
Handelsproblem	Handels|problem
Heimtransport	Heim|transport
Fernsehschauspielerin	Fernseh|schauspielerin
Logotherapie	Logo|therapie
Futtermittelindustrie	Futtermittel|industrie
Gasmunition	Gas|munition
Geldverwaltung	Geld|verwaltung
Sachgespräch	Sach|gespräch
Regierungsdekret	Regierungs|dekret
Mittelständische	Mittelständische
Riesensalami	Riesen|salami
Atommüllagerung	Atom|mül|lagerung
Nachkriegsgeneration	Nachkriegsgeneration
Familiengefühl	Familien|gefühl
Kleiderwechsel	Kleider|wechsel
Schwarzspecht	Schwarz|specht
Unrechtregime	Unrecht|regime
Sicherheitstrakt	Sicherheits|trakt
Zahlungsanspruch	Zahlungs|anspruch
Idealkörper	Ideal|körper
Stadtplanerin	Stadtplanerin
Eichhörnchen	Eichhörnchen
Regionalisierungsgesetz	Regionalisierungs|gesetz
Vermögenslosigkeit	Vermögenslosigkeit
Lebensunterhalt	Lebens|unterhalt
Neuanfertigung	Neu|anfertigung
Laborversuch	Labor|versuch
Adelsfamilie	Adels|familie
Produktionswachstum	Produktions|wachstum
Importabhängigkeit	Import|abhängigkeit
Geschlechterspaltung	Geschlechter|spaltung
Beitragsänderung	Beitrags|änderung
Rechtschreibung	Rechtschreibung
Überantwortung	Überantwortung
Entenfüttern	Enten|füttern
Ausbildungsplatz	Ausbildungs|platz
Haupteigner	Haupt|eigner
Fachwerkstil	Fach|werk|stil
Rohrschlosser	Rohr|schlosser
Überreichung	Überreichung
Regierungsbürokratie	Regierungs|bürokratie
Schulbuchautor	Schul|buch|autor
Verbindungsbahn	Verbindungs|bahn
Regierungswechsel	Regierungs|wechsel
Müllverminderung	Müll|verminderung
Kandidatenland	Kandidaten|land
Säurelösung	Säure|lösung
Reparationsschuld	Reparations|schuld
Aufrechterhaltung	Aufrechter|haltung
Weiterverhandeln	Weiter|verhandeln
Aluminiumproduktion	Aluminium|produktion
Nichtaustritt	Nichtaustritt
Budgetvorschlag	Budget|vorschlag
Stadtpalais	Stadt|palais
Neubewerbung	Neu|bewerbung
Kernkonflikt	Kern|konflikt
Geburtenhäufigkeit	Geburten|häufigkeit
Liebesbeziehung	Liebes|beziehung
Querdenkerin	Quer|denkerin
Unterdrückerin	Unterdrückerin
Operationsfähigkeit	Operations|fähigkeit
Rechtsphilosophie	Rechts|philosophie
Haltungsschulung	Haltungs|schulung
Institutsbibliothek	Instituts|bibliothek
Kursausschlag	Kurs|ausschlag
Einfahrende	Einfahr|ende
Überlassung	Überlassung
Irritierende	Irritier|ende
Streckenstück	Strecken|stück
Sektenangehörige	Sekten|angehörige
Chemikalienrest	Chemikalien|rest
Glasflasche	Glas|flasche
Gewaltandrohung	Gewalt|androhung
Patienteninformation	Patienten|information
Alkoholkontrolle	Alkohol|kontrolle
Unternehmenskonzept	Unternehmens|konzept
Umschulungsprogramm	Umschulungs|programm
Männerknast	Männerknast
Namensangabe	Namens|angabe
Handauflegen	Hand|auflegen
Ungeschützte	Ungeschützte
Arbeitskarte	Arbeits|karte
Vizebürgermeisterin	Vizebürgermeisterin
Mindestaufenthalt	Mindestaufenthalt
Verbotsdebatte	Verbots|debatte
Wiedervereinigung	Wiedervereinigung
Beitragszahl	Beitrags|zahl
Beamtenschweiß	Beamtenschweiß
Widersinnige	Widersinnige
Volljährigkeitsgrenze	Volljährigkeits|grenze
Verdunstungsfläche	Verdunstungs|fläche
Immobilienhai	Immobilien|hai
Einzelbürger	Einzel|bürger
Kaufkräftige	Kaufkräftige
Schlittenfahren	Schlitten|fahren
Arbeitsplatzgestaltung	Arbeitsplatz|gestaltung
Hochsauerlandkreis	Hoch|sauerland|kreis
Relaissatellit	Relais|satellit
Ausweichversuch	Ausweich|versuch
Sparbuchzins	Spar|buch|zins
Kinderelend	Kinder|elend
Schankkellner	Schank|kellner
Tötungsdelikt	Tötungs|delikt
Patrouillenboot	Patrouillen|boot
Fürsorgeleistung	Fürsorge|leistung
Forschungssatellit	Forschungs|satellit
Röntgenlicht	Röntgen|licht
Hundertermarke	Hunderter|marke
Steueranhebung	Steuer|anhebung
Asylantenschwemme	Asylantenschwemme
Abschottungsmentalität	Abschottungs|mentalität
Tagesroutine	Tages|routine
Straßeneinmündung	Straße|nein|mündung
Heimbewohner	Heim|bewohner
Adelspalais	Adels|palais
Nebenstraße	Nebenstraße
Höhenrekord	Höhen|rekord
Auffangorganisation	Auffang|organisation
Pensionierungswelle	Pensionierungs|welle
Arbeitskampfmaßnahme	Arbeits|kampf|maßnahme
Falltorstraße	Fall|tor|straße
Unterwanderung	Unterwanderung
Präsidentenwahlkampf	Präsidenten|wahlkampf
Kommandostelle	Kommando|stelle
Autogrammjäger	Auto|gramm|jäger
Medienhauptstadt	Medien|hauptstadt
Zisterzienser	Zisterzienser
Deutschland	Deutschland
Einsichtsrecht	Einsichts|recht
Beweismaterial	Beweis|material
Asylmißbrauch	Asyl|mißbrauch
Stationsleiter	Stations|leiter
Schulausgangsschrift	Schul|ausgangs|schrift
Anfangsbuchstabe	Anfangs|buchstabe
Tiefbauamtsleiter	Tiefbauamtsleiter
Risikoabwägung	Risiko|abwägung
Ermöglichung	Ermöglichung
Stundenplangestaltung	Stunden|plan|gestaltung
Deutschlehrerin	Deutsch|lehrerin
Haushaltsreiniger	Haushalts|reiniger
Psychologie	Psychologie
Strafantritt	Straf|antritt
Etagenwechsel	Etagen|wechsel
Demonstrationsaufruf	Demonstrations|aufruf
Meisterhaft	Meister|haft
Strukturschwache	Strukturschwache
Wildwestfilm	Wild|west|film
Plattenfirma	Platten|firma
Großkriminelle	Groß|kriminelle
Nothilfefonds	Not|hilfe|fonds
Fäkalientank	Fäkalien|tank
Zypernproblem	Zypern|problem
Alkoholtherapie	Alkohol|therapie
Schmetterlingsmesser	Schmetterlings|messer
Spermaqualität	Sperma|qualität
Westanschluß	West|anschluß
Regierungspräsident	Regierungs|präsident
Atomwaffenexperte	Atom|waffen|experte
Schneebruch	Schnee|bruch
Massenversorgung	Massen|versorgung
Gesamternte	Gesamt|ernte
Forschungssystem	Forschungs|system
Transatlantikstrecke	Transatlantik|strecke
Wohnverhältnis	Wohn|verhältnis
Schweineblatt	Schweine|blatt
Reichsprotektor	Reichs|protektor
Privatrezept	Privat|rezept
Zusammenbleiben	Zusammenbleiben
Volkszugehörigkeit	Volks|zugehörigkeit
Kanzlersturz	Kanzler|sturz
Betreuungsform	Betreuungs|form
Kultursubvention	Kultur|subvention
Wasserbombe	Wasser|bombe
Strommeßgerät	Strommeßgerät
Verhaltensvorschlag	Verhaltens|vorschlag
Behördengang	Behörden|gang
Geschwisterrivalität	Geschwister|rivalität
Geschichtsdenken	Geschichts|denken
Überlegenheitsgefühl	Überlegenheits|gefühl
Sexualmedizin	Sexual|medizin
Ureinwohnerstamm	Ureinwohner|stamm
Umweltverbrechen	Umwelt|verbrechen
Erfrischungstuch	Erfrischungs|tuch
Friedhofssatzung	Friedhofs|satzung
Medienseite	Medien|seite
Teilzeitarbeitende	Teilzeit|arbeitende
Kaderabteilung	Kader|abteilung
